Price,Prod. year,Leather interior,Mileage,Cylinders,Gear box type,Drive wheels,Airbags
6275,2015,Yes,80746,4,Automatic,Front,4
36564,2016,Yes,47090,4,Automatic,Front,4
9722,2015,Yes,93170,4,Automatic,4x4,0
62697,2018,Yes,32000,4,Automatic,Front,4
33556,2017,No,90652,4,Automatic,Front,10
24932,2017,No,15052,4,Automatic,4x4,9
65052,2018,Yes,27448,4,Automatic,Front,4
19130,2016,Yes,49499,6,Automatic,4x4,0
4077,2017,Yes,39814,6,Automatic,Rear,0
21950,2018,Yes,18283,4,Automatic,4x4,10
78829,2018,Yes,2000,4,Automatic,Front,4
37066,2016,Yes,91804,4,Automatic,Front,4
23301,2016,Yes,31045,4,Automatic,Front,4
17038,2015,Yes,43457,4,Automatic,Front,4
37006,2017,No,39000,4,Manual,Front,4
44047,2015,Yes,62137,4,Automatic,Front,4
20382,2015,Yes,36223,4,Automatic,Front,4
17249,2015,Yes,91200,4,Automatic,Front,6
47042,2019,No,2565,4,Automatic,4x4,8
13642,2015,Yes,31892,4,Automatic,Front,4
10663,2015,Yes,81058,4,Automatic,4x4,0
27654,2015,Yes,87521,4,Automatic,Front,4
11604,2016,Yes,30901,4,Automatic,Front,4
10976,2017,No,64765,4,Automatic,Front,6
51689,2017,Yes,41551,4,Automatic,Front,4
22894,2016,No,36500,4,Automatic,Front,6
21639,2017,Yes,33005,4,Automatic,Front,4
16935,2015,Yes,71454,4,Automatic,Front,0
38737,2015,Yes,93000,4,Automatic,Front,4
49751,2016,Yes,17996,4,Automatic,Front,4
18660,2015,Yes,33985,4,Automatic,Front,4
57698,2015,Yes,32170,4,Automatic,Front,4
44134,2016,Yes,62621,4,Automatic,Front,4
26657,2017,No,70000,4,Automatic,Front,6
44166,2016,Yes,45220,4,Automatic,Front,4
21683,2018,Yes,10970,4,Automatic,Front,4
25716,2016,Yes,57491,4,Automatic,Front,4
20228,2016,Yes,25077,4,Automatic,Front,8
69502,2018,Yes,28750,4,Automatic,Front,4
6272,2015,No,93500,4,Automatic,Front,10
40183,2016,Yes,92003,4,Automatic,Front,4
40000,2016,No,70400,4,Automatic,4x4,10
18503,2016,Yes,29864,4,Automatic,Front,4
59827,2019,Yes,8115,4,Automatic,Front,4
18503,2016,Yes,31151,4,Automatic,Front,4
12231,2015,No,1000,4,Automatic,Front,2
17249,2016,No,43000,4,Automatic,Front,10
40901,2017,Yes,71908,4,Automatic,Front,4
31819,2015,Yes,44272,4,Automatic,Front,4
16935,2015,Yes,71454,4,Automatic,Front,0
41547,2017,Yes,50000,4,Automatic,Front,4
41547,2015,Yes,68515,4,Automatic,Front,4
20228,2016,Yes,26432,4,Automatic,Front,4
27065,2016,Yes,71000,4,Automatic,Front,4
42337,2017,Yes,29853,4,Automatic,Front,4
18033,2015,Yes,39077,4,Automatic,Front,4
63152,2017,Yes,7176,4,Automatic,Front,4
54186,2016,Yes,95131,4,Automatic,Front,4
54807,2016,Yes,59000,4,Automatic,Front,4
38060,2016,Yes,71826,4,Automatic,Front,4
33494,2015,Yes,29000,4,Automatic,Front,4
29950,2018,Yes,9410,4,Automatic,Front,9
67404,2015,Yes,43628,4,Automatic,Front,4
16935,2015,No,0,4,Automatic,Front,0
40092,2016,Yes,72073,4,Automatic,Front,4
68223,2018,Yes,27406,4,Automatic,Front,4
42102,2016,Yes,89836,4,Automatic,Front,4
38182,2015,Yes,60539,4,Automatic,Front,4
71647,2019,Yes,47778,4,Automatic,Front,4
22110,2015,Yes,61230,4,Automatic,4x4,10
44533,2016,Yes,33705,4,Automatic,Front,4
23659,2017,Yes,49000,4,Automatic,Front,4
40954,2017,Yes,6589,4,Automatic,Front,4
19736,2016,Yes,37405,4,Automatic,Front,4
19601,2015,Yes,35607,4,Automatic,Front,4
54822,2017,Yes,28899,4,Automatic,Front,4
26770,2015,Yes,97896,4,Automatic,Front,4
31653,2016,Yes,41674,4,Automatic,Front,4
20165,2015,Yes,14368,4,Automatic,Front,4
21639,2017,Yes,33005,4,Automatic,Front,4
26491,2015,Yes,67971,4,Automatic,Front,4
26186,2016,No,52294,4,Automatic,4x4,10
41161,2016,Yes,77462,4,Automatic,Front,4
11133,2015,Yes,99542,4,Automatic,4x4,0
47694,2015,Yes,51115,4,Automatic,Front,4
59464,2016,Yes,43877,4,Automatic,Front,4
42218,2016,Yes,48800,4,Automatic,Front,4
5378,2015,Yes,75920,4,Automatic,Front,4
25396,2015,Yes,52959,4,Automatic,Front,4
20068,2015,Yes,63116,4,Automatic,Front,4
25089,2018,No,4363,4,Automatic,Front,0
55343,2016,Yes,41891,4,Automatic,Front,4
19444,2016,No,44293,8,Automatic,Front,8
21639,2017,Yes,16687,4,Automatic,Front,4
17876,2015,Yes,35841,4,Automatic,Front,4
28423,2016,Yes,66603,4,Automatic,Front,4
43868,2016,Yes,64071,4,Automatic,Front,4
5018,2016,Yes,71218,4,Automatic,Front,0
15500,2018,No,7000,4,Automatic,Front,6
53580,2017,Yes,30930,4,Automatic,Front,4
67699,2018,Yes,35950,4,Automatic,Front,4
65817,2018,Yes,12812,4,Automatic,Front,4
27755,2016,Yes,30178,4,Automatic,Front,4
13328,2017,Yes,44642,6,Automatic,4x4,0
39201,2017,Yes,95541,6,Automatic,Rear,0
40983,2016,Yes,26757,4,Automatic,Front,4
26814,2018,No,6380,4,Automatic,Front,8
47076,2016,Yes,73968,4,Automatic,Front,4
25387,2015,Yes,87573,4,Automatic,Front,4
71983,2019,Yes,10120,4,Automatic,Front,4
17227,2016,Yes,49068,4,Automatic,Front,4
43576,2016,Yes,59197,4,Automatic,Front,4
19757,2015,Yes,66196,4,Automatic,Front,8
12231,2016,Yes,42000,4,Manual,Front,0
18503,2016,Yes,28332,4,Automatic,Front,4
16935,2015,Yes,94949,4,Automatic,Front,0
44134,2017,Yes,67000,4,Automatic,Front,4
42171,2018,Yes,74221,4,Automatic,Front,4
47537,2017,Yes,60646,4,Automatic,Front,4
15681,2017,No,38000,4,Automatic,Front,8
47989,2016,Yes,43000,4,Automatic,Front,4
39201,2016,Yes,60108,4,Automatic,Front,4
27504,2015,Yes,47562,4,Automatic,Front,4
42102,2016,Yes,23379,4,Automatic,Front,4
37633,2019,No,5500,4,Automatic,Front,6
53518,2015,Yes,60741,4,Automatic,Front,4
9565,2016,Yes,71904,4,Automatic,Front,0
61951,2019,No,0,4,Automatic,Front,0
34980,2016,Yes,99217,4,Automatic,Front,4
10349,2015,Yes,77418,4,Automatic,Front,4
56431,2016,Yes,34030,4,Automatic,Front,4
44865,2016,Yes,70922,4,Automatic,Front,4
18503,2016,Yes,29864,4,Automatic,Front,4
17249,2015,Yes,73335,4,Automatic,Front,8
23364,2017,No,39187,4,Automatic,Front,8
34340,2016,Yes,27812,6,Automatic,Front,4
4704,2017,Yes,59331,6,Automatic,Rear,0
44545,2016,Yes,56331,4,Automatic,Front,4
64171,2018,Yes,21122,4,Automatic,Front,4
72130,2019,Yes,26138,8,Automatic,4x4,10
57698,2018,Yes,36304,4,Automatic,Front,4
24775,2016,No,38000,4,Automatic,Front,10
13328,2017,Yes,44642,6,Automatic,4x4,0
51815,2015,Yes,52800,4,Automatic,Front,4
69810,2019,Yes,2730,4,Automatic,Front,4
9418,2015,Yes,42875,4,Automatic,Front,4
18346,2015,Yes,31891,4,Automatic,Front,4
17249,2017,No,40000,4,Automatic,Front,2
15367,2018,Yes,1405,4,Automatic,4x4,8
51526,2016,Yes,57000,4,Automatic,Front,4
37476,2016,Yes,24526,4,Automatic,Front,4
14113,2015,Yes,84000,4,Automatic,Front,0
56848,2015,Yes,83535,4,Automatic,Front,4
42337,2017,Yes,27453,4,Automatic,Front,4
18189,2017,No,26000,4,Automatic,Front,8
49459,2016,Yes,49829,4,Automatic,Front,4
44862,2016,Yes,36808,4,Automatic,Front,4
21040,2015,Yes,67986,4,Automatic,Front,4
59834,2016,Yes,3785,4,Automatic,Front,4
15053,2018,No,37400,4,Automatic,Front,8
34419,2016,Yes,18498,4,Automatic,Front,4
23207,2016,Yes,33017,4,Automatic,Front,4
60502,2018,Yes,8000,4,Automatic,Front,4
15367,2017,No,41000,4,Automatic,Front,6
51373,2015,Yes,63323,4,Automatic,Front,4
40634,2017,Yes,25758,4,Automatic,Front,4
62493,2018,Yes,8520,4,Automatic,Front,4
54954,2016,Yes,63000,4,Automatic,Front,4
54349,2017,Yes,16000,4,Automatic,Front,4
36426,2018,Yes,35643,4,Automatic,Front,4
45674,2015,Yes,71309,4,Automatic,Front,4
13956,2018,No,0,4,Automatic,Front,0
19579,2015,Yes,69000,4,Automatic,Front,4
25089,2016,Yes,13530,4,Automatic,Front,4
49798,2015,Yes,93555,4,Automatic,Front,4
51965,2016,Yes,49515,4,Automatic,Front,4
50341,2017,Yes,68009,4,Automatic,Front,4
49864,2019,Yes,66500,4,Automatic,Front,4
42171,2017,Yes,67856,4,Automatic,Front,4
39559,2016,Yes,94000,4,Automatic,Front,4
43278,2016,No,78000,4,Automatic,4x4,0
40092,2016,Yes,35163,4,Automatic,Front,4
23436,2016,Yes,88900,4,Automatic,Front,4
27284,2017,No,28800,4,Automatic,Front,10
45872,2016,Yes,35934,4,Automatic,Front,4
23521,2015,No,46000,4,Manual,Front,8
23389,2015,Yes,68000,4,Automatic,Front,4
19757,2016,No,32960,4,Automatic,Front,8
40926,2015,Yes,25787,4,Automatic,Front,4
16935,2015,Yes,94949,4,Automatic,Front,0
29323,2015,Yes,75000,4,Automatic,Front,4
37984,2017,Yes,87764,4,Automatic,Front,4
45210,2017,Yes,91478,4,Automatic,Front,4
23834,2017,No,37474,4,Manual,Front,8
55230,2018,Yes,49396,4,Automatic,Front,4
23207,2015,Yes,45490,4,Automatic,Front,8
43880,2017,Yes,98847,4,Automatic,Front,4
24148,2015,Yes,49000,4,Automatic,Front,10
19601,2017,No,26095,4,Automatic,Front,8
51965,2016,Yes,59515,4,Automatic,Front,4
46518,2017,Yes,42763,4,Automatic,Front,4
14113,2015,Yes,72000,4,Automatic,4x4,6
43868,2016,Yes,54496,4,Automatic,Front,4
42218,2016,Yes,48800,4,Automatic,Front,4
73131,2018,Yes,1036,4,Automatic,Front,4
44846,2017,Yes,21037,4,Automatic,Front,4
19130,2015,No,22720,4,Automatic,Front,0
45633,2017,Yes,33575,4,Automatic,Front,4
66197,2018,Yes,20930,4,Automatic,Front,4
44213,2016,Yes,90924,4,Automatic,Front,4
15053,2016,Yes,65089,4,Automatic,Front,4
47531,2017,Yes,48291,4,Automatic,Front,4
43545,2016,Yes,78196,4,Automatic,Front,4
27174,2016,Yes,9607,4,Automatic,Front,4
47810,2016,Yes,57000,4,Automatic,Front,4
11604,2016,Yes,31455,4,Automatic,Front,4
14113,2017,Yes,31143,4,Automatic,Front,4
46251,2017,Yes,83138,4,Automatic,Front,4
27504,2016,Yes,74909,4,Automatic,Front,4
20071,2016,Yes,72507,4,Automatic,Front,4
26030,2017,Yes,52062,4,Automatic,Front,0
43868,2016,Yes,70940,4,Automatic,Front,4
22567,2016,Yes,94793,4,Automatic,Front,4
40556,2017,Yes,48089,4,Automatic,Front,4
22894,2016,Yes,55447,4,Automatic,Front,10
16778,2015,Yes,34328,4,Automatic,Front,4
45872,2017,Yes,57895,4,Automatic,Front,4
47107,2015,Yes,59000,4,Automatic,Front,4
56177,2016,Yes,50497,4,Automatic,Front,4
9565,2016,Yes,71904,4,Automatic,Front,0
15681,2017,Yes,77174,4,Automatic,Front,0
35610,2017,Yes,74279,4,Automatic,Front,4
40769,2016,Yes,23216,4,Automatic,Front,4
15367,2018,Yes,1405,4,Automatic,4x4,8
59837,2018,Yes,41778,4,Automatic,Front,4
38229,2017,Yes,83259,4,Automatic,Front,4
4077,2017,Yes,39814,6,Automatic,Rear,0
26657,2016,Yes,52359,4,Automatic,Front,8
25440,2015,Yes,70000,4,Automatic,Front,4
31211,2018,Yes,57809,4,Automatic,Front,4
15681,2016,Yes,32104,4,Automatic,Front,4
49751,2018,Yes,77130,4,Automatic,Front,4
27598,2017,No,60704,4,Automatic,Front,10
19287,2016,Yes,27334,4,Automatic,Front,4
14113,2017,Yes,27992,4,Automatic,Front,4
57108,2016,Yes,55510,4,Automatic,Front,4
11604,2016,Yes,33492,4,Automatic,Front,4
17562,2015,Yes,59661,4,Automatic,Front,8
45044,2016,Yes,62814,4,Automatic,Front,4
46919,2018,Yes,71689,4,Automatic,Front,4
19130,2016,Yes,49499,6,Automatic,4x4,0
44849,2015,Yes,62877,4,Automatic,Front,4
41055,2016,Yes,70922,4,Automatic,Front,4
45204,2017,Yes,31022,4,Automatic,Front,4
59827,2019,Yes,8115,4,Automatic,Front,4
19657,2015,Yes,48700,4,Automatic,Front,4
40362,2016,Yes,61000,4,Automatic,Front,4
35570,2016,Yes,77227,4,Automatic,Front,4
17405,2016,No,81302,4,Automatic,Front,8
20228,2016,Yes,30179,4,Automatic,Front,4
43576,2017,Yes,47456,4,Automatic,Front,4
10663,2015,Yes,81058,4,Automatic,4x4,0
19823,2015,Yes,67000,4,Automatic,Front,4
26770,2016,Yes,57000,4,Automatic,Front,4
54405,2016,Yes,49716,4,Automatic,Front,4
47377,2019,Yes,8737,4,Automatic,Front,4
15524,2016,No,29355,4,Automatic,Front,8
24283,2016,Yes,60805,4,Automatic,Front,4
17054,2015,Yes,99335,4,Automatic,Front,4
32929,2016,Yes,42140,4,Automatic,Front,6
43868,2019,Yes,57874,4,Automatic,Front,4
68144,2018,Yes,42857,4,Automatic,Front,4
23518,2015,Yes,52351,4,Automatic,Front,4
50030,2017,Yes,66340,4,Automatic,Front,4
21953,2015,No,67200,4,Automatic,Front,8
10976,2015,Yes,83902,4,Automatic,Front,0
16935,2016,No,0,4,Automatic,Front,0
43880,2017,Yes,79877,4,Automatic,Front,4
26096,2016,Yes,86965,4,Automatic,Front,4
34400,2016,Yes,79000,4,Automatic,Front,4
44752,2018,Yes,40137,4,Automatic,Front,4
38229,2016,Yes,92078,4,Automatic,Front,4
68148,2019,Yes,47778,4,Automatic,Front,4
28225,2017,No,54080,4,Automatic,Front,8
18983,2015,Yes,89106,4,Automatic,Front,4
39750,2017,Yes,73357,4,Automatic,Front,4
58507,2019,Yes,1878,4,Automatic,Front,4
17562,2015,No,95000,4,Automatic,4x4,0
43868,2016,Yes,42819,4,Automatic,Front,4
24462,2016,Yes,77000,4,Manual,Front,8
10506,2016,No,71069,4,Automatic,Front,6
44517,2017,Yes,66067,4,Automatic,Front,4
22580,2016,Yes,62876,4,Automatic,Front,4
15053,2017,No,0,4,Automatic,Front,0
39189,2018,Yes,6213,4,Automatic,Front,4
43143,2018,Yes,35168,4,Automatic,Front,4
11604,2015,No,76000,4,Automatic,Front,0
43576,2017,Yes,42891,4,Automatic,Front,4
53185,2017,Yes,26488,4,Automatic,Front,4
63152,2017,Yes,7176,4,Automatic,Front,4
21103,2016,Yes,91314,4,Automatic,Front,4
53872,2016,Yes,14950,4,Automatic,Front,4
20855,2016,No,68985,4,Automatic,Front,0
21918,2016,Yes,19088,4,Automatic,Front,4
44003,2018,Yes,24372,4,Automatic,Front,4
29777,2015,Yes,66000,4,Automatic,Front,4
27284,2015,Yes,80000,4,Automatic,Front,8
18817,2016,Yes,32595,4,Automatic,Front,4
42551,2017,Yes,81070,4,Automatic,Front,4
35124,2017,Yes,0,4,Automatic,4x4,0
16621,2016,No,50393,4,Automatic,Front,6
13328,2017,Yes,44642,6,Automatic,4x4,0
18817,2016,Yes,32595,4,Automatic,Front,4
54255,2017,Yes,25000,4,Automatic,4x4,8
39161,2016,Yes,49145,4,Automatic,Front,4
4861,2015,Yes,49272,4,Automatic,Front,0
73633,2019,Yes,15936,4,Automatic,Front,4
43592,2017,Yes,39814,6,Automatic,Rear,0
40634,2018,Yes,30084,4,Automatic,Front,4
79616,2020,Yes,4654,4,Automatic,Front,4
24462,2018,Yes,7368,4,Automatic,Front,8
6272,2016,Yes,17584,8,Automatic,4x4,0
60831,2018,Yes,17992,4,Automatic,Front,4
17562,2015,Yes,43740,4,Automatic,Front,4
41281,2016,Yes,31754,4,Automatic,Front,4
56371,2018,Yes,32130,4,Automatic,Front,4
24775,2017,No,2700,4,Automatic,Front,6
29006,2016,Yes,18071,4,Automatic,Front,4
26149,2015,Yes,80377,4,Automatic,Front,4
61471,2017,Yes,41018,4,Automatic,Front,4
64823,2018,Yes,29545,4,Automatic,Front,4
10663,2015,Yes,81058,4,Automatic,4x4,0
48955,2015,Yes,80000,4,Automatic,Front,4
16465,2015,Yes,35167,4,Automatic,Front,8
40556,2017,Yes,82430,4,Automatic,Front,4
52959,2018,Yes,48605,4,Automatic,Front,4
53154,2016,Yes,94259,4,Automatic,Front,4
64290,2016,Yes,48000,6,Automatic,4x4,6
50018,2017,Yes,19080,4,Automatic,Front,4
66485,2020,Yes,13460,4,Automatic,Front,4
26343,2015,Yes,47128,4,Automatic,Front,8
69502,2018,Yes,24000,4,Automatic,Front,4
23414,2015,Yes,60000,4,Automatic,Front,4
13642,2015,Yes,35762,4,Automatic,Front,4
49751,2015,Yes,62575,4,Automatic,Front,4
28532,2019,Yes,25000,4,Automatic,Front,4
37611,2016,Yes,76553,4,Automatic,Front,4
48547,2016,Yes,43000,4,Automatic,Front,4
22900,2018,Yes,2635,4,Automatic,Front,4
41400,2015,Yes,70003,4,Automatic,Front,4
35808,2017,Yes,37490,4,Automatic,Front,4
73310,2019,Yes,2730,4,Automatic,Front,4
34340,2015,Yes,31251,4,Automatic,Front,4
50861,2017,Yes,69527,4,Automatic,Front,4
40926,2017,Yes,54405,4,Automatic,Front,4
26030,2017,Yes,52062,4,Automatic,Front,0
49751,2017,Yes,43178,4,Automatic,Front,4
23207,2016,Yes,33017,4,Automatic,Front,4
26500,2016,Yes,30157,4,Automatic,Front,4
42667,2016,Yes,23767,4,Automatic,Front,4
42102,2017,Yes,50750,4,Automatic,Front,4
39615,2017,Yes,49000,4,Automatic,Front,4
48403,2015,Yes,85139,4,Automatic,Front,4
20855,2016,Yes,31780,4,Automatic,Front,4
47042,2016,Yes,56240,4,Automatic,4x4,0
55638,2015,Yes,36819,4,Automatic,Front,4
26030,2017,Yes,52062,4,Automatic,Front,0
49751,2015,Yes,62575,4,Automatic,Front,4
27654,2016,Yes,87510,4,Automatic,Front,4
39499,2016,Yes,45482,4,Automatic,Front,4
45542,2016,Yes,88585,4,Automatic,Front,4
15994,2016,Yes,93521,4,Automatic,Front,8
44752,2018,Yes,11953,4,Automatic,Front,4
18346,2016,Yes,33553,4,Automatic,Front,4
76029,2016,Yes,90000,4,Automatic,Front,4
12544,2015,No,72114,4,Automatic,Front,0
30326,2016,Yes,40877,4,Automatic,Front,4
17876,2015,No,71300,4,Automatic,Front,6
65817,2019,Yes,14542,4,Automatic,Front,4
35617,2017,Yes,56486,4,Automatic,Front,4
28909,2017,Yes,98000,4,Automatic,Front,4
15486,2016,Yes,66890,4,Automatic,Front,4
48867,2018,Yes,52782,4,Automatic,Front,4
14740,2015,Yes,50534,4,Automatic,Front,4
21796,2017,Yes,41092,4,Automatic,4x4,8
18189,2015,No,17000,4,Automatic,Front,0
59338,2017,Yes,35477,4,Automatic,Front,4
18189,2017,No,53000,4,Automatic,Front,6
26500,2017,Yes,46932,4,Automatic,Front,10
36774,2015,Yes,92825,4,Automatic,Front,4
40064,2016,Yes,48536,4,Automatic,Front,4
20385,2015,Yes,58000,4,Automatic,Front,10
42933,2017,Yes,50909,4,Automatic,Front,4
18817,2016,No,49600,4,Automatic,Front,6
13322,2018,Yes,62499,4,Automatic,Front,4
9565,2016,Yes,71904,4,Automatic,Front,0
14113,2015,No,54000,4,Automatic,Front,6
32744,2015,Yes,48294,4,Automatic,Front,4
42400,2016,Yes,75300,4,Automatic,Front,4
15367,2015,Yes,51274,4,Automatic,Front,4
13485,2015,Yes,30363,4,Automatic,Front,4
57526,2017,Yes,40950,4,Automatic,Front,4
53872,2015,Yes,48484,4,Automatic,Front,4
19444,2016,No,75200,4,Automatic,Front,10
53154,2016,Yes,99000,4,Automatic,Front,4
17719,2015,Yes,81125,4,Automatic,Front,4
20542,2015,Yes,43071,4,Automatic,Front,4
18660,2016,Yes,9470,4,Automatic,Front,8
17092,2015,Yes,41088,4,Automatic,Front,4
20385,2015,Yes,91174,4,Automatic,4x4,0
44533,2016,Yes,33705,4,Automatic,Front,4
37066,2016,Yes,88000,4,Automatic,Front,4
48534,2017,Yes,78843,4,Automatic,Front,4
50805,2017,Yes,22000,4,Automatic,Front,4
13485,2017,Yes,32852,4,Automatic,Front,4
15524,2017,No,26585,4,Automatic,Front,8
17249,2015,Yes,37000,4,Automatic,Front,8
44875,2018,Yes,87862,4,Automatic,Front,4
35168,2015,Yes,31040,4,Automatic,Front,4
49431,2015,Yes,63750,4,Automatic,Front,4
34560,2016,Yes,23779,4,Automatic,Front,4
43281,2017,Yes,59647,4,Automatic,Front,4
55932,2016,Yes,90612,4,Automatic,Front,4
20382,2016,Yes,44608,4,Automatic,Front,4
19601,2015,Yes,35607,4,Automatic,Front,4
45633,2017,Yes,71000,4,Automatic,Front,4
43905,2016,No,70542,6,Automatic,4x4,0
13485,2015,Yes,72369,4,Automatic,Front,4
16286,2015,Yes,39712,4,Automatic,Front,4
29777,2017,Yes,67122,4,Automatic,Front,4
15681,2015,No,61680,4,Automatic,Front,6
52696,2015,Yes,68920,4,Automatic,Front,4
40045,2016,Yes,76398,4,Automatic,Front,4
52959,2016,Yes,85720,4,Automatic,Front,4
46518,2017,Yes,70000,4,Automatic,Front,4
15837,2016,No,0,4,Automatic,4x4,0
61816,2016,Yes,33934,4,Automatic,Front,4
27425,2016,Yes,77836,4,Automatic,Front,4
15681,2016,No,71671,4,Automatic,Front,8
23991,2015,Yes,40602,4,Automatic,Front,4
9879,2015,Yes,38600,4,Automatic,Front,4
67113,2017,Yes,91813,8,Automatic,4x4,10
9565,2016,Yes,71904,4,Automatic,Front,0
61781,2020,Yes,98,4,Automatic,Front,4
52959,2016,Yes,80245,4,Automatic,Front,4
13015,2016,No,74509,4,Automatic,Front,6
9565,2015,Yes,38000,4,Automatic,Front,4
39201,2016,Yes,23000,4,Automatic,Front,6
29009,2016,No,52019,4,Automatic,4x4,10
53185,2017,Yes,38037,4,Automatic,Front,4
13485,2015,Yes,72369,4,Automatic,Front,4
24000,2019,Yes,1544,4,Automatic,Front,2
26343,2015,Yes,47128,4,Automatic,Front,8
39085,2016,Yes,79286,4,Automatic,Front,4
59087,2016,Yes,71867,4,Automatic,Front,4
31988,2018,No,14000,4,Automatic,Front,10
60994,2019,Yes,1217,4,Automatic,Front,4
39226,2017,Yes,98273,4,Automatic,Front,4
49751,2018,Yes,77130,4,Automatic,Front,4
33870,2015,Yes,50031,4,Automatic,Front,4
13978,2015,Yes,51865,4,Automatic,Front,4
42102,2016,Yes,69000,4,Automatic,Front,4
53185,2016,Yes,22715,4,Automatic,Front,4
66150,2018,Yes,17223,4,Automatic,Front,4
40092,2017,Yes,33507,4,Automatic,Front,4
62653,2019,Yes,7865,4,Automatic,Front,4
16935,2015,Yes,71454,4,Automatic,Front,0
25387,2015,Yes,73225,4,Automatic,Front,4
18000,2019,No,9000,4,Automatic,4x4,6
18000,2018,Yes,15000,4,Automatic,Front,2
53188,2017,Yes,66911,4,Automatic,Front,4
27924,2018,Yes,53000,4,Automatic,Front,4
68148,2019,Yes,31327,4,Automatic,Front,4
44043,2015,Yes,44729,4,Automatic,Front,4
14426,2015,Yes,36871,4,Automatic,Front,4
26030,2017,Yes,52062,4,Automatic,Front,0
59504,2016,Yes,32948,4,Automatic,Front,4
26949,2015,Yes,50927,4,Automatic,Front,4
58172,2016,Yes,30274,4,Automatic,Front,4
27441,2018,No,17123,4,Automatic,4x4,8
55515,2016,Yes,87331,4,Automatic,Front,4
61286,2018,Yes,69000,4,Automatic,Front,4
40889,2017,Yes,1461,4,Automatic,Front,4
41710,2019,Yes,6950,4,Automatic,Front,10
21316,2020,Yes,15601,4,Automatic,Front,4
18189,2016,Yes,27485,4,Automatic,Front,4
45542,2018,Yes,32066,4,Automatic,Front,4
16264,2016,Yes,57400,4,Automatic,Front,4
