Price,Prod. year,Leather interior,Mileage,Cylinders,Gear box type,Drive wheels,Airbags
34497,2015,Yes,60123,4,Automatic,4x4,10
48873,2015,Yes,92870,4,Automatic,Front,4
44943,2016,Yes,23919,4,Automatic,Front,4
44611,2016,Yes,72066,4,Automatic,Front,4
17562,2019,No,13,4,Automatic,Front,8
15681,2017,Yes,61257,4,Automatic,Front,4
48196,2018,Yes,17172,4,Automatic,Front,4
36721,2017,Yes,30430,4,Automatic,Front,4
54458,2016,Yes,90727,4,Automatic,Front,4
6743,2016,Yes,71904,4,Automatic,Front,0
14426,2015,No,65566,6,Automatic,Front,6
12544,2016,Yes,29000,4,Automatic,Rear,10
33575,2018,Yes,65734,4,Automatic,Front,4
57961,2016,Yes,75540,4,Automatic,Front,4
11604,2016,Yes,28904,4,Automatic,Front,4
21953,2015,Yes,51722,4,Automatic,Front,4
40092,2017,Yes,70087,4,Automatic,Front,4
16399,2017,Yes,79363,4,Automatic,Front,4
16621,2015,Yes,61260,4,Automatic,Front,4
25299,2015,Yes,48424,4,Automatic,Front,4
55901,2016,Yes,100000,4,Automatic,Front,4
58018,2018,Yes,17245,4,Automatic,Front,4
50805,2018,Yes,53277,4,Automatic,Front,0
40769,2018,No,48600,4,Manual,4x4,6
48998,2015,Yes,88829,4,Automatic,Front,4
46251,2017,Yes,83138,4,Automatic,Front,4
39750,2017,Yes,48064,4,Automatic,Front,4
52066,2016,Yes,62735,4,Automatic,Front,4
30082,2015,Yes,55838,4,Automatic,Front,4
47042,2016,Yes,67133,4,Automatic,4x4,0
26500,2017,No,19211,4,Automatic,4x4,8
20071,2017,Yes,40177,4,Automatic,Front,4
28438,2015,Yes,28730,4,Automatic,Front,4
57990,2015,Yes,38051,4,Automatic,Front,4
23433,2016,Yes,88900,4,Automatic,Front,4
47669,2017,Yes,55704,4,Automatic,4x4,0
46223,2017,Yes,78476,4,Automatic,Front,4
20071,2016,Yes,62938,6,Automatic,4x4,0
25089,2016,Yes,59758,4,Automatic,Front,10
44134,2018,Yes,38972,4,Automatic,Front,4
45734,2016,Yes,61057,4,Automatic,Front,4
7527,2017,Yes,55403,6,Automatic,Rear,0
39578,2016,Yes,29086,4,Automatic,Front,4
28225,2015,Yes,38280,4,Automatic,4x4,0
28852,2017,Yes,27000,4,Automatic,Front,10
58018,2018,Yes,44000,4,Automatic,Front,10
23060,2015,Yes,32329,4,Automatic,Front,4
44219,2017,Yes,60720,4,Automatic,Front,4
45160,2016,Yes,28221,4,Automatic,Front,4
23207,2015,No,33215,4,Automatic,4x4,8
25823,2015,Yes,33000,4,Automatic,Front,4
22737,2016,No,72939,4,Automatic,Front,8
26064,2015,Yes,50555,4,Automatic,Front,4
26030,2017,Yes,44995,4,Automatic,4x4,0
15500,2019,No,5000,4,Automatic,Front,6
74639,2019,No,0,4,Manual,4x4,4
18045,2017,Yes,37074,4,Automatic,Front,4
9418,2015,Yes,39736,4,Automatic,Front,4
16465,2015,No,99000,4,Automatic,Front,8
38251,2016,Yes,54000,4,Automatic,Front,4
5018,2016,Yes,71218,4,Automatic,Front,0
55845,2017,Yes,32692,4,Automatic,Front,4
38869,2017,Yes,45691,4,Automatic,Front,4
45542,2017,Yes,95251,4,Automatic,Front,4
68994,2019,Yes,4000,4,Automatic,Front,10
16778,2017,No,43107,4,Automatic,Front,8
40926,2017,Yes,45710,4,Automatic,Front,4
44517,2017,Yes,97440,4,Automatic,Front,4
25299,2016,Yes,79845,4,Automatic,Front,4
33798,2017,Yes,75000,4,Automatic,Front,4
41221,2016,Yes,60650,4,Automatic,Front,4
23521,2015,Yes,94000,4,Automatic,Front,8
21796,2016,Yes,31033,4,Automatic,Front,4
44878,2016,Yes,61785,4,Automatic,Front,4
42692,2016,Yes,82574,4,Automatic,Front,4
17876,2015,No,95000,4,Automatic,Front,6
47669,2017,Yes,55704,4,Automatic,4x4,0
16151,2015,No,0,4,Automatic,Front,0
17249,2015,Yes,39104,4,Automatic,Front,4
20385,2016,Yes,83000,4,Automatic,4x4,0
61521,2017,Yes,65689,4,Automatic,Front,4
19930,2017,Yes,14665,4,Automatic,Front,4
37320,2017,Yes,73463,4,Automatic,Front,4
23521,2015,Yes,40644,4,Automatic,Front,4
67903,2020,Yes,2000,4,Automatic,Front,4
4861,2015,Yes,49272,4,Automatic,Front,0
14279,2016,Yes,37898,4,Automatic,Front,4
18189,2016,No,66000,4,Automatic,Front,6
51965,2016,Yes,49515,4,Automatic,Front,4
48277,2015,Yes,99162,4,Automatic,Front,4
54847,2017,Yes,20565,4,Automatic,Front,4
67934,2019,Yes,13940,4,Automatic,Front,4
31421,2017,Yes,65249,4,Automatic,Front,4
21103,2016,Yes,92000,4,Automatic,Front,4
15053,2016,No,70194,4,Automatic,Front,8
47217,2017,Yes,39071,4,Automatic,Front,4
42337,2018,No,9280,4,Automatic,Front,8
36899,2016,Yes,90132,4,Automatic,Front,4
28225,2015,Yes,89786,4,Automatic,4x4,0
77148,2017,No,9000,4,Automatic,4x4,6
19130,2018,No,12800,4,Automatic,Front,4
60897,2016,Yes,25439,4,Automatic,Front,4
14279,2016,Yes,37898,4,Automatic,Front,4
14279,2016,Yes,37898,4,Automatic,Front,4
29489,2017,Yes,47504,4,Automatic,Front,4
57507,2017,Yes,16352,4,Automatic,Front,4
19130,2015,No,98483,4,Automatic,Front,8
56513,2016,Yes,89316,4,Automatic,Front,4
38894,2016,Yes,96618,4,Automatic,Front,4
16151,2015,Yes,40523,4,Automatic,Front,4
18503,2016,Yes,30312,4,Automatic,Front,4
16004,2016,Yes,43618,4,Automatic,Front,4
17249,2017,No,52000,4,Automatic,Front,8
34497,2015,No,74000,4,Automatic,Front,0
17249,2015,Yes,68728,4,Automatic,Front,0
23433,2016,Yes,88900,4,Automatic,Front,4
35570,2016,Yes,77227,4,Automatic,Front,4
35344,2015,Yes,90660,4,Automatic,Front,4
50178,2017,No,75000,6,Automatic,Front,0
13328,2017,Yes,44642,6,Automatic,4x4,0
12548,2015,Yes,98937,4,Automatic,Front,4
18503,2016,Yes,30312,4,Automatic,Front,4
69807,2018,Yes,22237,4,Automatic,Front,4
19757,2015,No,57000,4,Automatic,Front,10
29166,2017,Yes,33100,4,Automatic,Front,6
53188,2018,Yes,17101,4,Automatic,Front,4
31204,2016,Yes,30574,4,Automatic,Front,4
13015,2015,No,90000,4,Automatic,4x4,0
24618,2015,Yes,64269,4,Automatic,Front,0
44545,2016,Yes,86000,4,Automatic,Front,4
45210,2017,Yes,63433,4,Automatic,Front,4
12701,2017,No,78000,4,Manual,Front,4
40889,2017,Yes,1461,4,Automatic,Front,4
48566,2018,Yes,14570,4,Automatic,Front,4
37580,2016,Yes,45156,4,Automatic,Front,4
17405,2017,Yes,28888,4,Automatic,Front,4
42544,2016,Yes,83804,4,Automatic,Front,4
29166,2018,No,42000,4,Manual,4x4,6
9879,2015,Yes,48000,4,Automatic,Front,4
48914,2016,Yes,48400,4,Automatic,Front,4
58579,2018,Yes,24998,4,Automatic,Front,4
58172,2017,Yes,36340,4,Automatic,Front,4
48998,2017,Yes,30008,4,Automatic,Front,4
21169,2016,Yes,39728,4,Automatic,Front,8
44457,2016,Yes,37045,4,Automatic,Front,4
50805,2015,Yes,49425,6,Automatic,4x4,6
57698,2017,Yes,7978,4,Automatic,Front,4
37984,2015,Yes,90621,4,Automatic,Front,4
37984,2017,Yes,82000,4,Automatic,Front,4
64604,2016,No,0,6,Automatic,4x4,0
17405,2015,Yes,51236,4,Automatic,Front,4
32104,2015,Yes,87074,4,Automatic,Front,4
49459,2015,Yes,94638,4,Automatic,Front,4
21000,2016,Yes,45707,4,Manual,Front,6
37984,2016,Yes,91060,4,Automatic,Front,4
54186,2016,Yes,89089,4,Automatic,Front,4
10663,2016,No,90535,4,Automatic,Front,6
23991,2018,No,10457,4,Automatic,Front,8
16621,2016,No,65271,4,Automatic,Front,8
43134,2017,Yes,60660,4,Automatic,Front,4
60345,2016,Yes,38804,4,Automatic,Front,4
38822,2016,Yes,34465,4,Automatic,Front,4
35403,2016,Yes,90000,4,Automatic,Front,4
23521,2017,Yes,26954,4,Automatic,Front,8
53580,2015,Yes,49253,4,Automatic,Front,4
27065,2015,Yes,38914,4,Automatic,Front,4
15681,2015,Yes,20800,4,Automatic,Rear,6
46919,2018,Yes,71689,4,Automatic,Front,4
19598,2015,Yes,20796,4,Automatic,Front,4
46728,2015,No,71104,4,Automatic,4x4,6
26613,2015,Yes,69010,4,Automatic,Front,4
73313,2020,Yes,21844,4,Automatic,Front,4
51191,2017,Yes,5000,4,Automatic,Front,4
73131,2017,Yes,19217,4,Automatic,Front,4
43880,2015,Yes,40715,4,Automatic,Front,4
18000,2015,No,0,4,Automatic,Front,2
6272,2016,Yes,17584,8,Automatic,4x4,0
57902,2018,Yes,66790,4,Automatic,Front,4
18503,2020,No,13000,4,Automatic,Front,4
21012,2015,No,0,4,Automatic,Front,8
45928,2018,Yes,22918,4,Automatic,Front,4
45787,2017,Yes,44995,4,Automatic,4x4,0
14113,2015,Yes,51865,4,Automatic,Front,4
46534,2018,Yes,22016,4,Automatic,Front,4
16305,2015,Yes,64000,4,Automatic,Front,10
10349,2015,Yes,86280,4,Automatic,Front,4
47989,2017,Yes,15470,4,Automatic,Front,4
12388,2015,No,74204,4,Automatic,Front,6
17876,2015,No,43000,4,Automatic,Front,8
42692,2018,Yes,45494,4,Automatic,Front,4
45436,2018,Yes,45535,4,Automatic,Front,4
9418,2015,Yes,43514,4,Automatic,Front,4
52520,2017,Yes,23229,4,Automatic,Front,4
40092,2017,Yes,50518,4,Automatic,Front,4
59313,2017,Yes,31000,4,Automatic,Front,4
80000,2018,Yes,3237,4,Automatic,4x4,10
26644,2015,Yes,35624,4,Automatic,Front,4
39829,2016,Yes,86189,6,Automatic,4x4,0
5018,2015,Yes,93304,4,Automatic,4x4,0
25089,2015,No,82000,4,Automatic,Front,6
19757,2016,No,44000,4,Automatic,Front,6
59834,2018,Yes,27176,4,Automatic,Front,4
59837,2018,Yes,13048,4,Automatic,Front,4
40889,2016,Yes,79911,4,Automatic,Front,4
67354,2017,Yes,8088,4,Automatic,Front,4
35617,2017,Yes,56486,4,Automatic,Front,4
18503,2016,Yes,28332,4,Automatic,Front,4
42557,2016,Yes,87722,4,Automatic,Front,4
61894,2019,Yes,6109,4,Automatic,Front,4
51965,2015,Yes,56476,4,Automatic,Front,4
21796,2017,No,18839,4,Automatic,Front,8
42152,2016,Yes,61000,4,Automatic,Front,4
52357,2017,Yes,70800,4,Automatic,Front,4
52959,2016,Yes,73960,4,Automatic,Front,4
48202,2015,Yes,51651,4,Automatic,Front,4
18817,2016,Yes,32595,4,Automatic,Front,4
75300,2019,No,0,4,Automatic,4x4,0
27598,2016,No,70000,4,Automatic,Front,10
42692,2015,Yes,59150,4,Automatic,Front,4
39829,2016,Yes,54541,4,Automatic,Front,4
44166,2016,Yes,28699,4,Automatic,Front,4
37301,2015,Yes,28792,4,Automatic,Front,4
26030,2016,No,75851,4,Automatic,Front,10
51373,2015,Yes,94090,4,Automatic,Front,4
48534,2017,Yes,45331,4,Automatic,Front,4
16308,2016,No,0,4,Automatic,4x4,0
30734,2017,No,28897,4,Automatic,4x4,10
42218,2016,Yes,96334,4,Automatic,Front,4
16621,2016,Yes,76466,4,Automatic,Front,8
28068,2017,No,31241,4,Automatic,Front,10
58579,2017,Yes,58113,4,Automatic,Front,4
66479,2019,Yes,7771,4,Automatic,Front,4
62355,2017,Yes,75000,4,Automatic,Front,4
22894,2015,No,89248,4,Automatic,Front,8
21953,2016,No,56000,4,Automatic,Front,0
55845,2018,Yes,29939,4,Automatic,Front,4
43868,2016,Yes,68961,4,Automatic,Front,4
35610,2017,Yes,71402,4,Automatic,Front,4
53872,2016,Yes,14950,4,Automatic,Front,4
53185,2018,Yes,38639,4,Automatic,Front,4
33575,2018,Yes,65734,4,Automatic,Front,4
17876,2016,No,54590,4,Manual,Front,10
43714,2018,Yes,38945,4,Automatic,Front,4
14000,2017,No,46000,4,Manual,Front,4
23521,2015,Yes,58285,4,Automatic,4x4,0
13799,2015,Yes,30258,4,Automatic,Front,4
15677,2016,Yes,30374,4,Automatic,Front,4
26030,2017,Yes,52062,4,Automatic,Front,0
42218,2016,Yes,96334,4,Automatic,Front,4
60684,2016,Yes,37514,4,Automatic,Front,10
25763,2015,Yes,78356,4,Automatic,Front,4
16308,2016,Yes,1717,4,Automatic,4x4,0
45436,2018,Yes,45535,4,Automatic,Front,4
18033,2017,No,49439,4,Automatic,Front,6
13476,2016,Yes,4422,4,Automatic,Front,4
32274,2016,Yes,86391,4,Automatic,Front,4
31047,2018,No,10000,4,Automatic,Front,8
37580,2016,Yes,90000,4,Automatic,Front,4
62161,2017,Yes,3355,4,Automatic,Front,4
25089,2016,No,88000,4,Automatic,Front,8
41193,2015,Yes,59179,4,Automatic,Front,4
59834,2017,Yes,12047,4,Automatic,Front,4
38731,2017,Yes,30066,4,Automatic,Front,4
56509,2018,Yes,17741,4,Automatic,Front,4
15000,2017,No,38000,4,Automatic,Front,4
67480,2017,Yes,16914,4,Automatic,Front,4
5987,2015,Yes,93100,4,Automatic,Front,4
41259,2017,Yes,22099,4,Automatic,Front,4
5018,2016,Yes,71218,4,Automatic,Front,0
42692,2016,Yes,54216,4,Automatic,Front,4
65015,2019,Yes,6770,4,Automatic,Front,4
73134,2015,Yes,56571,4,Automatic,Front,4
19130,2015,Yes,55073,4,Automatic,Front,4
40688,2016,Yes,97640,4,Automatic,Front,4
39085,2015,Yes,95303,4,Automatic,Front,4
29636,2017,Yes,32578,4,Automatic,Front,4
25089,2015,Yes,68000,4,Automatic,Front,4
20071,2016,Yes,62938,6,Automatic,4x4,0
43576,2016,Yes,53873,4,Automatic,Front,4
78048,2016,Yes,99742,4,Automatic,Front,4
49174,2016,Yes,48774,4,Automatic,Front,4
30712,2017,Yes,50380,4,Automatic,Front,4
40092,2016,Yes,55234,4,Automatic,Front,4
29950,2016,Yes,50079,4,Automatic,Front,4
43545,2015,Yes,37064,4,Automatic,Front,4
38731,2017,Yes,30066,4,Automatic,Front,4
21639,2017,Yes,16687,4,Automatic,Front,4
52034,2017,Yes,82413,4,Automatic,Front,4
43952,2018,Yes,73548,4,Automatic,Front,4
52853,2016,Yes,89454,4,Automatic,Front,4
52959,2017,Yes,13941,4,Automatic,Front,4
40092,2017,Yes,52516,4,Automatic,Front,4
19130,2016,Yes,62938,6,Automatic,4x4,0
55343,2018,Yes,42563,4,Automatic,Front,4
15524,2018,No,21786,4,Automatic,Front,8
39201,2017,Yes,95541,6,Automatic,Rear,0
16308,2017,No,31109,4,Automatic,Front,8
26030,2017,Yes,52062,4,Automatic,Front,0
25729,2017,Yes,56378,4,Automatic,Front,4
42218,2017,Yes,89736,4,Automatic,Front,4
12858,2015,Yes,93170,4,Automatic,4x4,0
25716,2016,Yes,57491,4,Automatic,Front,4
29166,2016,No,44821,4,Manual,Front,6
25032,2017,Yes,22607,4,Automatic,Front,4
36997,2019,Yes,2598,4,Automatic,Front,4
19287,2016,No,17961,4,Automatic,Front,8
6899,2015,Yes,90392,4,Automatic,4x4,0
13150,2015,Yes,56128,4,Automatic,Front,4
53154,2018,Yes,79550,4,Automatic,Front,4
47957,2015,Yes,40593,4,Automatic,Front,4
21109,2015,Yes,78541,4,Automatic,Front,4
27755,2016,Yes,31965,4,Automatic,Front,4
27441,2017,Yes,30087,4,Automatic,Front,4
49848,2019,Yes,20700,4,Automatic,Front,4
20855,2016,Yes,31780,4,Automatic,Front,4
9565,2016,Yes,71904,4,Automatic,Front,0
21796,2017,Yes,46096,4,Automatic,Front,8
40926,2015,Yes,90344,4,Automatic,Front,4
45633,2016,Yes,93000,4,Automatic,Front,4
16465,2017,No,69232,4,Automatic,Front,8
42651,2017,Yes,44995,4,Automatic,4x4,0
36711,2017,Yes,90000,4,Automatic,Front,4
27065,2015,Yes,81036,4,Automatic,Front,4
33575,2018,Yes,53871,4,Automatic,Front,4
72130,2016,No,57000,4,Manual,Front,2
17876,2015,No,50950,4,Automatic,Front,10
27654,2015,Yes,68201,4,Automatic,Front,4
15367,2015,Yes,33034,4,Automatic,Front,4
62992,2018,Yes,72913,4,Automatic,Front,4
37984,2016,Yes,89298,4,Automatic,Front,4
47042,2018,No,15000,4,Automatic,Front,2
39201,2015,Yes,40899,4,Automatic,Front,4
7527,2017,Yes,55403,6,Automatic,Rear,0
52959,2016,Yes,77158,4,Automatic,Front,4
39044,2017,Yes,30098,4,Automatic,Front,4
36802,2015,Yes,66753,4,Automatic,Front,4
27259,2015,Yes,50488,4,Automatic,Front,4
47201,2018,Yes,85610,4,Automatic,Front,4
15681,2016,No,64163,4,Manual,Front,6
16935,2015,Yes,94949,4,Automatic,Front,0
18033,2015,Yes,33300,4,Automatic,Front,4
57108,2015,Yes,94595,4,Automatic,Front,4
19130,2016,Yes,49499,6,Automatic,4x4,0
19184,2015,Yes,97500,4,Automatic,Front,4
26770,2016,Yes,95184,4,Automatic,Front,4
31581,2018,Yes,52000,4,Automatic,Front,4
11133,2015,Yes,59763,4,Manual,Front,6
18817,2017,No,99302,4,Manual,Front,6
52856,2018,Yes,18137,4,Automatic,Front,4
20071,2016,Yes,31460,4,Automatic,Front,4
51802,2016,Yes,61635,4,Automatic,Front,4
20526,2015,Yes,75000,4,Automatic,Front,4
42883,2016,Yes,98841,4,Automatic,Front,4
34074,2018,Yes,58515,4,Automatic,Front,4
18817,2017,No,38400,4,Automatic,Front,8
52373,2017,No,35000,6,Automatic,4x4,6
22000,2016,No,49000,4,Automatic,Front,8
66485,2016,Yes,44079,4,Automatic,Front,4
16455,2017,Yes,98614,4,Automatic,Front,4
35570,2015,Yes,82196,4,Automatic,Front,4
25889,2016,Yes,75787,4,Automatic,Front,4
10976,2017,No,41000,4,Automatic,Front,4
39201,2018,No,12000,4,Automatic,4x4,8
15837,2017,No,84782,4,Automatic,Front,8
52034,2018,Yes,19698,4,Automatic,Front,4
47669,2017,Yes,55704,4,Automatic,4x4,0
26306,2017,Yes,49659,4,Automatic,Front,4
21326,2017,Yes,53116,4,Automatic,Front,8
41281,2017,Yes,64416,4,Automatic,Front,4
49864,2017,Yes,97992,4,Automatic,Front,4
42651,2017,Yes,44995,4,Automatic,4x4,0
45210,2016,Yes,60604,4,Automatic,Front,4
46251,2018,Yes,19000,4,Automatic,Front,4
23678,2015,Yes,20063,4,Manual,Front,8
10976,2016,No,94000,4,Manual,Front,6
13956,2015,No,85985,4,Manual,Front,8
42651,2017,Yes,44995,4,Automatic,4x4,0
18503,2016,Yes,31006,4,Automatic,Front,4
20344,2016,Yes,44608,4,Automatic,Front,4
37301,2015,Yes,16033,4,Automatic,Front,4
38229,2016,Yes,92078,4,Automatic,Front,4
50018,2017,Yes,54930,4,Automatic,Front,4
37000,2016,Yes,51053,4,Automatic,Front,4
20855,2016,Yes,31102,4,Automatic,Front,4
28909,2017,Yes,37029,4,Automatic,Front,4
65996,2018,Yes,28000,4,Automatic,Front,4
20814,2016,Yes,83814,4,Automatic,Front,4
39722,2015,Yes,64512,4,Automatic,Front,4
18503,2016,Yes,30312,4,Automatic,Front,4
14583,2017,No,43488,4,Automatic,Front,6
22580,2015,No,92430,4,Automatic,Front,10
44878,2017,Yes,63478,4,Automatic,Front,4
50651,2016,Yes,66522,4,Automatic,Front,4
24000,2019,Yes,6000,4,Automatic,Front,8
16935,2015,Yes,94949,4,Automatic,Front,0
40926,2016,Yes,46916,4,Automatic,Front,4
37476,2017,No,36099,4,Automatic,Front,10
70678,2018,Yes,34704,4,Automatic,Front,4
31361,2016,Yes,24000,4,Automatic,Front,0
36899,2016,Yes,90132,4,Automatic,Front,4
30887,2015,Yes,51966,4,Automatic,Front,4
29094,2017,Yes,84000,4,Automatic,Front,4
17719,2015,Yes,81125,4,Automatic,Front,4
42337,2017,Yes,49697,4,Automatic,Front,4
4077,2017,Yes,39814,6,Automatic,Rear,0
39066,2015,Yes,14000,4,Automatic,Front,4
14113,2015,Yes,34329,4,Automatic,Front,4
42667,2016,Yes,67523,4,Automatic,Front,4
38580,2017,Yes,97709,4,Automatic,Front,4
34808,2017,Yes,15602,4,Automatic,Front,4
19601,2015,Yes,35607,4,Automatic,Front,4
43281,2017,Yes,61506,4,Automatic,Front,4
50560,2018,Yes,37691,4,Automatic,Front,4
30931,2018,Yes,35798,4,Automatic,Front,4
34340,2016,Yes,27812,6,Automatic,Front,4
28532,2016,Yes,39770,4,Automatic,Front,4
18503,2016,Yes,31151,4,Automatic,Front,4
57990,2018,Yes,13715,4,Automatic,Front,4
15053,2018,No,0,4,Automatic,Front,0
14906,2015,Yes,34569,4,Automatic,Front,4
31361,2015,No,26000,4,Automatic,Front,10
17249,2015,No,0,4,Automatic,Front,0
55678,2018,Yes,19961,4,Automatic,Front,4
17562,2015,No,43000,4,Automatic,Front,6
19757,2016,Yes,65600,4,Automatic,Front,10
5018,2016,Yes,71218,4,Automatic,Front,0
41553,2018,Yes,16922,4,Automatic,Front,4
21796,2016,No,73542,4,Automatic,Front,8
79971,2018,Yes,47047,4,Automatic,Front,4
18503,2016,Yes,33091,4,Automatic,Front,4
20071,2016,Yes,30088,4,Automatic,Front,4
39226,2016,Yes,88230,4,Automatic,Front,4
53420,2017,Yes,78121,4,Automatic,Front,4
19287,2017,Yes,21834,4,Automatic,Front,8
16935,2015,Yes,94949,4,Automatic,Front,0
7527,2017,Yes,55403,6,Automatic,Rear,0
38762,2017,Yes,27428,4,Automatic,Front,4
42337,2018,Yes,30606,4,Automatic,Front,10
38157,2017,Yes,80000,4,Automatic,Front,4
38445,2016,Yes,92487,4,Automatic,Front,4
43655,2017,Yes,96117,4,Automatic,Front,4
39201,2016,Yes,15000,4,Automatic,Front,0
17249,2017,No,0,4,Automatic,Front,0
60499,2018,Yes,27244,4,Automatic,Front,4
43868,2016,Yes,26000,4,Automatic,Front,4
11917,2016,Yes,32839,4,Automatic,Front,4
16960,2015,Yes,82000,4,Automatic,Front,4
20814,2016,Yes,83814,4,Automatic,Front,4
67426,2016,Yes,68549,4,Automatic,Front,0
34074,2018,Yes,58515,4,Automatic,Front,4
45204,2016,Yes,53938,4,Automatic,Front,4
30906,2017,Yes,67000,4,Automatic,Front,4
4861,2015,Yes,49272,4,Automatic,Front,0
43655,2017,Yes,96117,4,Automatic,Front,4
16465,2016,No,95085,4,Automatic,Front,8
36235,2017,Yes,11200,4,Automatic,Front,4
20385,2016,Yes,74184,4,Automatic,Front,0
28589,2015,Yes,57293,4,Automatic,Front,4
43868,2016,Yes,55820,4,Automatic,Front,4
51523,2018,Yes,22100,4,Automatic,Front,4
43952,2017,Yes,51671,4,Automatic,Front,4
15681,2018,No,6487,4,Automatic,Front,6
52520,2015,Yes,66599,4,Automatic,Front,4
15367,2015,Yes,51274,4,Automatic,Front,4
32274,2016,Yes,88108,4,Automatic,Front,4
21326,2015,Yes,63500,4,Automatic,Front,10
45633,2017,Yes,28441,4,Automatic,Front,4
19757,2015,Yes,23000,4,Manual,Front,6
24462,2016,Yes,25541,4,Automatic,Front,8
37959,2016,Yes,54631,4,Automatic,Front,4
18776,2015,Yes,51895,4,Automatic,Front,4
42538,2017,Yes,9000,4,Automatic,Front,4
11481,2016,Yes,90812,4,Automatic,Front,4
18817,2016,Yes,32595,4,Automatic,Front,4
51075,2017,Yes,85540,4,Automatic,Front,4
18817,2019,No,1532,4,Automatic,Front,8
14113,2015,Yes,33034,4,Automatic,Front,4
22894,2018,Yes,20753,4,Automatic,Front,4
34127,2015,Yes,61000,4,Automatic,Front,4
40424,2016,Yes,97000,4,Automatic,Front,4
18346,2015,Yes,31891,4,Automatic,Front,4
44611,2016,Yes,44914,4,Automatic,Front,4
31659,2016,Yes,82141,4,Automatic,Front,4
29144,2016,Yes,47522,4,Automatic,Front,4
56814,2017,Yes,67365,4,Automatic,Front,4
26030,2016,No,75000,4,Automatic,Front,10
38229,2017,Yes,71991,4,Automatic,Front,4
24000,2018,No,19000,4,Automatic,Front,0
42883,2015,Yes,62200,4,Automatic,Front,4
63886,2020,Yes,5305,4,Automatic,Front,4
